ID,Country
ADHI_1,Cameroon
ADHI_2,Cameroon
ADHI_3,Cameroon
ADHI_4,Cameroon
ADHI_5,Cameroon
ADHI_6,Cameroon
ADHI_7,Cameroon
ADHI_8,Cameroon
ADHI_9,Cameroon
ADHI_10,Cameroon
ADHI_11,Cameroon
ADHI_12,Cameroon
ADHI_13,Cameroon
ADHI_14,Cameroon
ADHI_15,Cameroon
ADHI_16,Cameroon
ADHI_17,Cameroon
ADHI_18,Cameroon
ADHI_19,Cameroon
ADHI_20,Cameroon
ADHI_21,Cameroon
ADHI_22,Cameroon
ADHI_23,Cameroon
ADHI_24,Cameroon
ADHI_25,Cameroon
ADHI_26,Cameroon
ADHI_27,Cameroon
ADHI_28,Cameroon
ADHI_29,Cameroon
ADHI_30,Nigeria
ADHI_31,Nigeria
ADHI_32,Cameroon
ADHI_33,Cameroon
ADHI_34,Cameroon
ADHI_35,Central African Republic
ADHI_36,Central African Republic
ADHI_37,Central African Republic
ADHI_38,Central African Republic
ADHI_39,Central African Republic
ADHI_40,Central African Republic
ADHI_41,Central African Republic
ADHI_42,Central African Republic
ADHI_43,Central African Republic
ADHI_44,Central African Republic
ADHI_45,Central African Republic
ADHI_46,Central African Republic
ADHI_47,Central African Republic
ADHI_48,Central African Republic
ADHI_49,Central African Republic
ADHI_50,Democratic Republic of the Congo
ADHI_51,Central African Republic
ADHI_52,Central African Republic
ADHI_53,Central African Republic
ADHI_54,Central African Republic
ADHI_55,Central African Republic
ADHI_56,Central African Republic
ADHI_57,Central African Republic
ADHI_58,Central African Republic
ADHI_59,Central African Republic
ADHI_60,Central African Republic
ADHI_61,Central African Republic
ADHI_62,Central African Republic
ADHI_63,Central African Republic
ADHI_64,Central African Republic
ADHI_65,Central African Republic
ADHI_66,Central African Republic
ADHI_67,Central African Republic
ADHI_68,Central African Republic
ADHI_69,Central African Republic
ADHI_70,Central African Republic
ADHI_71,Central African Republic
ADHI_72,Central African Republic
ADHI_73,Central African Republic
ADHI_74,Central African Republic
ADHI_75,Central African Republic
ADHI_76,Congo
ADHI_77,Congo
ADHI_78,Congo
ADHI_79,Congo
ADHI_80,Congo
ADHI_81,Congo
ADHI_82,Congo
ADHI_83,Congo
ADHI_84,Congo
ADHI_85,Congo
ADHI_86,Congo
ADHI_87,Congo
ADHI_88,Congo
ADHI_89,Congo
ADHI_90,Congo
ADHI_91,Congo
ADHI_92,Congo
ADHI_93,Congo
ADHI_94,Congo
ADHI_95,Congo
ADHI_96,Congo
ADHI_97,Cameroon
ADHI_98,Congo
ADHI_99,Congo
ADHI_100,Congo
ADHI_101,Congo
ADHI_102,Congo
ADHI_103,Congo
ADHI_104,Congo
ADHI_105,Congo
ADHI_106,Congo
ADHI_107,Congo
ADHI_108,Congo
ADHI_109,Congo
ADHI_110,Congo
ADHI_111,Congo
ADHI_112,Congo
ADHI_113,Democratic Republic of the Congo
ADHI_114,Cote d'Ivoire
ADHI_115,Cote d'Ivoire
ADHI_116,Cote d'Ivoire
ADHI_117,Cote d'Ivoire
ADHI_118,Cote d'Ivoire
ADHI_119,Cote d'Ivoire
ADHI_120,Cote d'Ivoire
ADHI_121,Cote d'Ivoire
ADHI_122,Cote d'Ivoire
ADHI_123,Cote d'Ivoire
ADHI_124,Cote d'Ivoire
ADHI_125,Cote d'Ivoire
ADHI_126,Cote d'Ivoire
ADHI_127,Cote d'Ivoire
ADHI_128,Cote d'Ivoire
ADHI_129,Cote d'Ivoire
ADHI_130,Cote d'Ivoire
ADHI_131,Cote d'Ivoire
ADHI_132,Cote d'Ivoire
ADHI_133,Cote d'Ivoire
ADHI_134,Cote d'Ivoire
ADHI_135,Cote d'Ivoire
ADHI_136,Cote d'Ivoire
ADHI_137,Cote d'Ivoire
ADHI_138,Cote d'Ivoire
ADHI_139,Cote d'Ivoire
ADHI_140,Cote d'Ivoire
ADHI_141,Cote d'Ivoire
ADHI_142,Cote d'Ivoire
ADHI_143,Cote d'Ivoire
ADHI_144,Cote d'Ivoire
ADHI_145,Cote d'Ivoire
ADHI_146,Cote d'Ivoire
ADHI_147,Cote d'Ivoire
ADHI_148,Cote d'Ivoire
ADHI_149,Cote d'Ivoire
ADHI_150,Cote d'Ivoire
ADHI_151,Cote d'Ivoire
ADHI_152,Cote d'Ivoire
ADHI_153,Cote d'Ivoire
ADHI_154,Cote d'Ivoire
ADHI_155,Cote d'Ivoire
ADHI_156,Cote d'Ivoire
ADHI_157,Cote d'Ivoire
ADHI_158,Cote d'Ivoire
ADHI_159,Cote d'Ivoire
ADHI_160,Cote d'Ivoire
ADHI_161,Cote d'Ivoire
ADHI_162,Cote d'Ivoire
ADHI_163,Cote d'Ivoire
ADHI_164,Cote d'Ivoire
ADHI_165,Cote d'Ivoire
ADHI_166,Cote d'Ivoire
ADHI_167,Cote d'Ivoire
ADHI_168,Cote d'Ivoire
ADHI_169,Cote d'Ivoire
ADHI_170,Cote d'Ivoire
ADHI_171,Cote d'Ivoire
ADHI_172,Cote d'Ivoire
ADHI_173,Cote d'Ivoire
ADHI_174,Cote d'Ivoire
ADHI_175,Cote d'Ivoire
ADHI_176,Cote d'Ivoire
ADHI_177,Cote d'Ivoire
ADHI_178,Cote d'Ivoire
ADHI_179,Cote d'Ivoire
ADHI_180,Cote d'Ivoire
ADHI_181,Cote d'Ivoire
ADHI_182,Liberia
ADHI_183,Cote d'Ivoire
ADHI_184,Cote d'Ivoire
ADHI_185,Benin
ADHI_186,Benin
ADHI_187,Benin
ADHI_188,Benin
ADHI_189,Benin
ADHI_190,Benin
ADHI_191,Benin
ADHI_192,Benin
ADHI_193,Benin
ADHI_194,Benin
ADHI_195,Benin
ADHI_196,Benin
ADHI_197,Benin
ADHI_198,Benin
ADHI_199,Benin
ADHI_200,Benin
ADHI_201,Benin
ADHI_202,Benin
ADHI_203,Benin
ADHI_204,Benin
ADHI_205,Benin
ADHI_206,Benin
ADHI_207,Benin
ADHI_208,Benin
ADHI_209,Gabon
ADHI_210,Gabon
ADHI_211,Gabon
ADHI_212,Gabon
ADHI_213,Gabon
ADHI_214,Gabon
ADHI_215,Gabon
ADHI_216,Gabon
ADHI_217,Gabon
ADHI_218,Gabon
ADHI_219,Gabon
ADHI_220,Gabon
ADHI_221,Gabon
ADHI_222,Gabon
ADHI_223,Gabon
ADHI_224,Gabon
ADHI_225,Gabon
ADHI_226,Gabon
ADHI_227,Gabon
ADHI_228,Gabon
ADHI_229,Gabon
ADHI_230,Gabon
ADHI_231,Gabon
ADHI_232,Gabon
ADHI_233,Gabon
ADHI_234,Gabon
ADHI_235,Gabon
ADHI_236,Gabon
ADHI_237,Ghana
ADHI_238,Ghana
ADHI_239,Ghana
ADHI_240,Ghana
ADHI_241,Ghana
ADHI_242,Ghana
ADHI_243,Ghana
ADHI_244,Ghana
ADHI_245,Ghana
ADHI_246,Ghana
ADHI_247,Ghana
ADHI_248,Guinea
ADHI_249,Guinea
ADHI_250,Guinea
ADHI_251,Guinea
ADHI_252,Guinea-Bissau
ADHI_253,Guinea
ADHI_254,Guinea
ADHI_255,Guinea
ADHI_256,Guinea
ADHI_257,Guinea
ADHI_258,Guinea
ADHI_259,Guinea
ADHI_260,Guinea
ADHI_261,Guinea
ADHI_262,Guinea
ADHI_263,Guinea
ADHI_264,Guinea
ADHI_265,Guinea
ADHI_266,Guinea
ADHI_267,Guinea
ADHI_268,Guinea
ADHI_269,Guinea
ADHI_270,Guinea
ADHI_271,Guinea
ADHI_272,Guinea
ADHI_273,Guinea
ADHI_274,Guinea
ADHI_275,Guinea-Bissau
ADHI_276,Guinea-Bissau
ADHI_277,Guinea-Bissau
ADHI_278,Mali
ADHI_279,Burkina Faso
ADHI_280,Burkina Faso
ADHI_281,Burkina Faso
ADHI_282,Burkina Faso
ADHI_283,Burkina Faso
ADHI_284,Burkina Faso
ADHI_285,Burkina Faso
ADHI_286,Burkina Faso
ADHI_287,Burkina Faso
ADHI_288,Burkina Faso
ADHI_289,Burkina Faso
ADHI_290,Burkina Faso
ADHI_291,Burkina Faso
ADHI_292,Burkina Faso
ADHI_293,Burkina Faso
ADHI_294,Burkina Faso
ADHI_295,Burkina Faso
ADHI_296,Burkina Faso
ADHI_297,Burkina Faso
ADHI_298,Burkina Faso
ADHI_299,Liberia
ADHI_300,Liberia
ADHI_301,Liberia
ADHI_302,Liberia
ADHI_303,Mali
ADHI_304,Mali
ADHI_305,Mali
ADHI_306,Mali
ADHI_307,Mali
ADHI_308,Niger
ADHI_309,Niger
ADHI_310,Niger
ADHI_311,Niger
ADHI_312,Niger
ADHI_313,Niger
ADHI_314,Niger
ADHI_315,Nigeria
ADHI_316,Nigeria
ADHI_317,Nigeria
ADHI_318,Nigeria
ADHI_319,Nigeria
ADHI_320,Nigeria
ADHI_321,Nigeria
ADHI_322,Nigeria
ADHI_323,Nigeria
ADHI_324,Nigeria
ADHI_325,Nigeria
ADHI_326,Nigeria
ADHI_327,Senegal
ADHI_328,Senegal
ADHI_329,Senegal
ADHI_330,Senegal
ADHI_331,Senegal
ADHI_332,Senegal
ADHI_333,Senegal
ADHI_334,Senegal
ADHI_335,Senegal
ADHI_336,Senegal
ADHI_337,Senegal
ADHI_338,Senegal
ADHI_339,Senegal
ADHI_340,Senegal
ADHI_341,Senegal
ADHI_342,Senegal
ADHI_343,Senegal
ADHI_344,Senegal
ADHI_345,Chad
ADHI_346,Chad
ADHI_347,Chad
ADHI_348,Chad
ADHI_349,Chad
ADHI_350,Chad
ADHI_351,Chad
ADHI_352,Chad
ADHI_353,Chad
ADHI_354,Chad
ADHI_355,Cameroon
ADHI_356,Chad
ADHI_357,Chad
ADHI_358,Cameroon
ADHI_359,Chad
ADHI_360,Chad
ADHI_361,Chad
ADHI_362,Chad
ADHI_363,Chad
ADHI_364,Chad
ADHI_365,Chad
ADHI_366,Togo
ADHI_367,Togo
ADHI_368,Togo
ADHI_369,Togo
ADHI_370,Togo
ADHI_371,Togo
ADHI_372,Togo
ADHI_373,Togo
ADHI_374,Togo
ADHI_375,Togo
ADHI_376,Togo
ADHI_377,Togo
ADHI_378,Togo
ADHI_379,Togo
ADHI_380,Togo
ADHI_381,Togo
ADHI_382,Togo
ADHI_383,Togo
ADHI_384,Togo
ADHI_385,Togo
ADHI_386,Togo
ADHI_387,Togo
ADHI_388,Togo
ADHI_389,Togo
ADHI_390,Togo
ADHI_391,Togo
ADHI_392,Benin
ADHI_393,Togo
ADHI_394,Togo
ADHI_395,Togo
ADHI_396,Togo
ADHI_397,Togo
ADHI_398,Togo
ADHI_399,Togo
ADHI_400,Togo
ADHI_401,Togo
ADHI_402,Togo
ADHI_403,Togo
ADHI_404,Tunisia
ADHI_405,Tunisia
ADHI_406,Tunisia
ADHI_407,Tunisia
ADHI_408,Tunisia
ADHI_409,Tunisia
ADHI_410,Tunisia
ADHI_411,Tunisia
ADHI_412,Tunisia
ADHI_413,Tunisia
ADHI_414,Tunisia
ADHI_415,Tunisia
ADHI_416,Tunisia
ADHI_417,Tunisia
ADHI_418,Tunisia
ADHI_419,Tunisia
ADHI_420,Tunisia
ADHI_421,Tunisia
ADHI_422,Tunisia
ADHI_423,Tunisia
ADHI_424,Tunisia
ADHI_425,Tunisia
ADHI_426,Tunisia
ADHI_427,Tunisia
ADHI_428,Tunisia
ADHI_429,Tunisia
ADHI_430,Tunisia
ADHI_431,Tunisia
ADHI_432,Tunisia
ADHI_433,Tunisia
ADHI_434,Tunisia
ADHI_435,Tunisia
ADHI_436,Tunisia
ADHI_437,Tunisia
ADHI_438,Tunisia
ADHI_439,Tunisia
ADHI_440,Tunisia
ADHI_441,Algeria
ADHI_442,Tunisia
ADHI_443,Tunisia
ADHI_444,Tunisia
ADHI_445,Tunisia
ADHI_446,Tunisia
ADHI_447,Tunisia
ADHI_448,Tunisia
ADHI_449,Tunisia
ADHI_450,Tunisia
ADHI_451,Tunisia
ADHI_452,Tunisia
ADHI_453,Tunisia
ADHI_454,Tunisia
ADHI_455,Tunisia
ADHI_456,Tunisia
ADHI_457,Tunisia
ADHI_458,Tunisia
ADHI_459,Tunisia
ADHI_460,Tunisia
ADHI_461,Tunisia
ADHI_462,Tunisia
ADHI_463,Tunisia
ADHI_464,Tunisia
ADHI_465,Tunisia
ADHI_466,Tunisia
ADHI_467,Tunisia
ADHI_468,Tunisia
ADHI_469,Uganda
ADHI_470,United Republic of Tanzania
ADHI_471,Zambia
ADHI_472,Malawi
ADHI_473,Zimbabwe
ADHI_474,Rwanda
ADHI_475,Rwanda
ADHI_476,United Republic of Tanzania
ADHI_477,Rwanda
ADHI_478,Rwanda
ADHI_479,Rwanda
ADHI_480,Rwanda
ADHI_481,Rwanda
ADHI_482,Rwanda
ADHI_483,Burundi
ADHI_484,Rwanda
ADHI_485,Rwanda
ADHI_486,Rwanda
ADHI_487,Rwanda
ADHI_488,Rwanda
ADHI_489,Rwanda
ADHI_490,Rwanda
ADHI_491,South Africa
ADHI_492,Cameroon
ADHI_493,Cameroon
ADHI_494,Cameroon
ADHI_495,Cameroon
ADHI_496,Cameroon
ADHI_497,Cameroon
ADHI_498,Cameroon
ADHI_499,Cameroon
ADHI_500,Cameroon
ADHI_501,Cameroon
ADHI_502,Cameroon
ADHI_503,Cameroon
ADHI_504,Equatorial Guinea
ADHI_505,Cameroon
ADHI_506,Cameroon
ADHI_507,Cote d'Ivoire
ADHI_508,Cote d'Ivoire
ADHI_509,Cote d'Ivoire
ADHI_510,Cote d'Ivoire
ADHI_511,Cote d'Ivoire
ADHI_512,Cote d'Ivoire
ADHI_513,Cote d'Ivoire
ADHI_514,Cote d'Ivoire
ADHI_515,Benin
ADHI_516,Benin
ADHI_517,Benin
ADHI_518,Gabon
ADHI_519,Ghana
ADHI_520,Ghana
ADHI_521,Ghana
ADHI_522,Ghana
ADHI_523,Ghana
ADHI_524,Burkina Faso
ADHI_525,Ghana
ADHI_526,Togo
ADHI_527,Ghana
ADHI_528,Ghana
ADHI_529,Ghana
ADHI_530,Ghana
ADHI_531,Guinea
ADHI_532,Guinea
ADHI_533,Guinea
ADHI_534,Guinea
ADHI_535,Burkina Faso
ADHI_536,Mali
ADHI_537,Mali
ADHI_538,Mali
ADHI_539,Mali
ADHI_540,Mali
ADHI_541,Mali
ADHI_542,Mali
ADHI_543,Mali
ADHI_544,Mali
ADHI_545,Mali
ADHI_546,Mali
ADHI_547,Mali
ADHI_548,Mali
ADHI_549,Mali
ADHI_550,Niger
ADHI_551,Niger
ADHI_552,Nigeria
ADHI_553,Senegal
ADHI_554,Senegal
ADHI_555,Senegal
ADHI_556,Senegal
ADHI_557,Senegal
ADHI_558,Senegal
ADHI_559,Senegal
ADHI_560,Senegal
ADHI_561,Senegal
ADHI_562,Chad
ADHI_563,Chad
ADHI_564,Chad
ADHI_565,Chad
ADHI_566,Chad
ADHI_567,Chad
ADHI_568,Chad
ADHI_569,Chad
ADHI_570,Togo
ADHI_571,Togo
ADHI_572,Togo
ADHI_573,Togo
ADHI_574,Togo
ADHI_575,Togo
ADHI_576,Togo
ADHI_577,Togo
ADHI_578,Togo
ADHI_579,Cameroon
ADHI_580,Cameroon
ADHI_581,Cameroon
ADHI_582,Congo
ADHI_583,Cote d'Ivoire
ADHI_584,Cote d'Ivoire
ADHI_585,Cote d'Ivoire
ADHI_586,Cote d'Ivoire
ADHI_587,Cote d'Ivoire
ADHI_588,Cote d'Ivoire
ADHI_589,Cote d'Ivoire
ADHI_590,Cote d'Ivoire
ADHI_591,Cote d'Ivoire
ADHI_592,Cote d'Ivoire
ADHI_593,Benin
ADHI_594,Benin
ADHI_595,Ghana
ADHI_596,Guinea
ADHI_597,Guinea
ADHI_598,Burkina Faso
ADHI_599,Burkina Faso
ADHI_600,Burkina Faso
ADHI_601,Burkina Faso
ADHI_602,Burkina Faso
ADHI_603,Burkina Faso
ADHI_604,Burkina Faso
ADHI_605,Burkina Faso
ADHI_606,Mali
ADHI_607,Senegal
ADHI_608,Senegal
ADHI_609,Senegal
ADHI_610,Senegal
ADHI_611,Senegal
ADHI_612,Senegal
ADHI_613,Senegal
ADHI_614,Chad
ADHI_615,Cote d'Ivoire
ADHI_616,Benin
ADHI_617,Benin
ADHI_618,Cote d'Ivoire
ADHI_619,Burkina Faso
ADHI_620,Burkina Faso
ADHI_621,Burkina Faso
ADHI_622,Burkina Faso
ADHI_623,Mali
ADHI_624,Mali
ADHI_625,Mali
ADHI_626,Mali
ADHI_627,Mali
ADHI_628,Chad
ADHI_629,Chad
ADHI_630,Cote d'Ivoire
ADHI_631,Burkina Faso
ADHI_632,Burkina Faso
ADHI_633,Senegal
ADHI_634,Chad
ADHI_635,Chad
ADHI_636,Cote d'Ivoire
ADHI_637,Cote d'Ivoire
ADHI_638,Cote d'Ivoire
ADHI_639,Benin
ADHI_640,Nigeria
ADHI_641,Benin
ADHI_642,Guinea
ADHI_643,Niger
ADHI_644,Cameroon
ADHI_645,Cameroon
ADHI_646,Benin
ADHI_647,Guinea
ADHI_648,Guinea
ADHI_649,Guinea
ADHI_650,Guinea
ADHI_651,Guinea
ADHI_652,Guinea
ADHI_653,Algeria
ADHI_654,Algeria
ADHI_655,Algeria
ADHI_656,Morocco
ADHI_657,Morocco
ADHI_658,Morocco
ADHI_659,Morocco
ADHI_660,Morocco
ADHI_661,Morocco
ADHI_662,Morocco
ADHI_663,Morocco
ADHI_664,Morocco
ADHI_665,Morocco
ADHI_666,Morocco
ADHI_667,Morocco
ADHI_668,Morocco
ADHI_669,Morocco
ADHI_670,Morocco
ADHI_671,Algeria
ADHI_672,Algeria
ADHI_673,Algeria
ADHI_674,Algeria
ADHI_675,Algeria
ADHI_676,Algeria
ADHI_677,Mali
ADHI_678,Mali
ADHI_679,Mali
ADHI_680,Mali
ADHI_681,Mali
ADHI_682,Mali
ADHI_683,Mali
ADHI_684,Mali
ADHI_685,Mali
ADHI_686,Mali
ADHI_687,Mali
ADHI_688,Mali
ADHI_689,Mali
ADHI_690,Mali
ADHI_691,Mali
ADHI_692,Mali
ADHI_693,Mali
ADHI_694,Democratic Republic of the Congo
ADHI_695,Democratic Republic of the Congo
ADHI_696,Democratic Republic of the Congo
ADHI_697,Democratic Republic of the Congo
ADHI_698,South Africa
ADHI_699,South Africa
ADHI_700,South Africa
ADHI_701,South Africa
ADHI_702,South Africa
ADHI_703,South Africa
ADHI_704,South Africa
ADHI_705,South Africa
ADHI_706,South Africa
ADHI_707,South Africa
ADHI_708,South Africa
ADHI_709,South Africa
ADHI_710,South Africa
ADHI_711,South Africa
ADHI_712,South Africa
ADHI_713,South Africa
ADHI_714,South Africa
ADHI_715,South Africa
ADHI_716,South Africa
ADHI_717,South Africa
ADHI_718,South Africa
ADHI_719,South Africa
ADHI_720,South Africa
ADHI_721,South Africa
ADHI_722,South Africa
ADHI_723,South Africa
ADHI_724,South Africa
ADHI_725,South Africa
ADHI_726,South Africa
ADHI_727,South Africa
ADHI_728,South Africa
ADHI_729,South Africa
ADHI_730,South Africa
ADHI_731,South Africa
ADHI_732,South Africa
ADHI_733,South Africa
ADHI_734,South Africa
ADHI_735,South Africa
ADHI_736,South Africa
ADHI_737,South Africa
ADHI_738,South Africa
ADHI_739,South Africa
ADHI_740,South Africa
ADHI_741,South Africa
ADHI_742,South Africa
ADHI_743,South Africa
ADHI_744,South Africa
ADHI_745,South Africa
ADHI_746,South Africa
ADHI_747,South Africa
ADHI_748,South Africa
ADHI_749,South Africa
ADHI_750,South Africa
ADHI_751,South Africa
ADHI_752,South Africa
ADHI_753,South Africa
ADHI_754,South Africa
ADHI_755,South Africa
ADHI_756,South Africa
ADHI_757,South Africa
ADHI_758,South Africa
ADHI_759,South Africa
ADHI_760,South Africa
ADHI_761,South Africa
ADHI_762,South Africa
ADHI_763,South Africa
ADHI_764,South Africa
ADHI_765,South Africa
ADHI_766,South Africa
ADHI_767,South Africa
ADHI_768,South Africa
ADHI_769,South Africa
ADHI_770,South Africa
ADHI_771,South Africa
ADHI_772,South Africa
ADHI_773,South Africa
ADHI_774,South Africa
ADHI_775,South Africa
ADHI_776,South Africa
ADHI_777,South Africa
ADHI_778,South Africa
ADHI_779,South Africa
ADHI_780,South Africa
ADHI_781,South Africa
ADHI_782,South Africa
ADHI_783,South Africa
ADHI_784,South Africa
